doi,urls,positions
10.5281/zenodo.10074660,https://github.com/research-dream-team/toolkit/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074661,"https://github.com/assume-framework/assume/pull/219, https://github.com/assume-framework/assume/pull/218, https://github.com/assume-framework/assume/pull/199, https://github.com/assume-framework/assume/pull/221, https://github.com/assume-framework/assume/pull/223, https://github.com/assume-framework/assume/pull/224, https://github.com/assume-framework/assume/pull/222, https://github.com/assume-framework/assume/compare/v0.2.0...v0.2.1, https://github.com/assume-framework/assume/tree/v0.2.1","metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074666,https://github.com/NeoGeographyToolkit/StereoPipeline/tree/2023-11-06-daily-build,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074667,https://github.com/monagrland/taxo-harmo/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074668,https://github.com/monagrland/taxo-harmo/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074690,"https://github.com/handley-lab/lsbi/pull/13, https://github.com/handley-lab/lsbi/compare/v0.5.0...v0.5.1, https://github.com/handley-lab/lsbi/tree/v0.5.1","metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074707,"https://github.com/acdh-oeaw/apis-bibsonomy/compare/v0.7.1...v0.7.2, https://github.com/acdh-oeaw/apis-bibsonomy/commit/7a725ad7af3b76ec308875544b3069ba17c4421d, https://github.com/acdh-oeaw/apis-bibsonomy/issues/38, https://github.com/acdh-oeaw/apis-bibsonomy/tree/v0.7.2","metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074820,https://github.com/DIRACGrid/DIRAC/tree/v9.0.0a1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074824,"https://github.com/ianjonsen/aniMotum/blob/master/NEWS.md., https://github.com/ianjonsen/aniMotum/tree/v1.2","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074835,https://github.com/medialab/minet/tree/1.1.4,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074836,https://github.com/unipept/unipept/tree/v5.1.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074839,"https://github.com/JannisNe/timewise/pull/132, https://github.com/JannisNe/timewise/compare/v0.4.8...v0.4.9, https://github.com/JannisNe/timewise/tree/v0.4.9","metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074840,"https://github.com/ocbe-uio/DIscBIO/compare/v1.2.1...v1.2.2, https://github.com/ocbe-uio/DIscBIO/tree/v1.2.2","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074853,https://github.com/ARGOeu/argo-ncg/tree/v.0.4.18,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074863,"https://github.com/handley-lab/lsbi/pull/7, https://github.com/handley-lab/lsbi/pull/7, https://github.com/handley-lab/lsbi/compare/v0.5.1...v0.6.0, https://github.com/handley-lab/lsbi/tree/v0.6.0","metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074866,https://github.com/MoorishQubit/teleportation/tree/v1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074867,https://github.com/MoorishQubit/teleportation/tree/v1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074875,https://github.com/iitis/error-correcting/tree/v0.1.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074876,https://github.com/iitis/error-correcting/tree/v0.1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074881,"https://github.com/ScaRLib-group/ScaRLib/compare/1.6.5...2.0.0, https://github.com/ScaRLib-group/ScaRLib/commit/27c22d794204f17c9785b645c094f57230ffa7da, https://github.com/ScaRLib-group/ScaRLib/commit/01eec180cf91fa7a34f770d8e9448c70005f64eb, https://github.com/ScaRLib-group/ScaRLib/commit/73fec4b05ba50c0ac1093f663184ae9b9a89b531, https://github.com/ScaRLib-group/ScaRLib/commit/60ccd7621fa2d54819194430c4ab26c43085fef1, https://github.com/ScaRLib-group/ScaRLib/commit/577796df4e964e02d4af127f64409c2ba7e38065, https://github.com/ScaRLib-group/ScaRLib/tree/2.0.0","metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10074900,https://github.com/iitis/error-correcting/tree/v0.1.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074903,https://github.com/IRDG2OI/sen2val/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074904,https://github.com/IRDG2OI/sen2val/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074931,https://github.com/Liudas-Dau/hespdiv/tree/v1.1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.1007494,https://github.com/awaitman/hello-world/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.1007495,https://github.com/awaitman/hello-world/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074956,https://github.com/research-dream-team/toolkit/tree/v1.0.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074957,https://github.com/SaccotelliLeonardo/prov/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10074958,https://github.com/SaccotelliLeonardo/prov/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10075,https://github.com/rieck/malheur/tree/0.5.4,metadata.related_identifiers[1].identifier
10.5281/zenodo.10075045,https://github.com/polymake/polymake/tree/V4.11,metadata.related_identifiers[0].identifier
10.5281/zenodo.10075050,https://github.com/cosbi-research/QSPcc/tree/1.0.3,metadata.related_identifiers[0].identifier
