doi,urls,positions
10.5281/zenodo.10019137,https://github.com/formicidae-tracker/zeus/tree/v0.4.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019138,https://github.com/formicidae-tracker/artemis/tree/v0.4.5,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019139,https://github.com/formicidae-tracker/artemis/tree/v0.4.5,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019140,https://github.com/formicidae-tracker/fort-configuration/tree/v2.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019141,https://github.com/formicidae-tracker/fort-configuration/tree/v2.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019150,https://github.com/formicidae-tracker/myrmidon/tree/v0.8.3-zenodo,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019151,https://github.com/formicidae-tracker/myrmidon/tree/v0.8.3-zenodo,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019152,https://github.com/scikit-hep/decaylanguage/tree/v0.17.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019219,https://github.com/Xinglab/rmats-turbo/tree/v4.3.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019220,https://github.com/Xinglab/rmats-turbo/tree/v4.2.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019266,https://github.com/uibcdf/MolSysMT/tree/0.8.3,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019267,https://github.com/vsquicciarini/madys/tree/v1.1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019280,https://github.com/freitagb/hurricane-utilities/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019281,https://github.com/freitagb/hurricane-utilities/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019287,https://github.com/siplab-gt/cleo/tree/v0.11.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019296,https://github.com/siplab-gt/cleo/tree/v0.12.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019300,https://github.com/zpb4/WRR-Manuscript-Lake-Mendocino-EFO-Model/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019301,https://github.com/zpb4/WRR-Manuscript-Lake-Mendocino-EFO-Model/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019315,https://github.com/juexinwang/BSP/tree/publish,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019316,https://github.com/juexinwang/BSP/tree/publish,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019401,https://github.com/mrbuche/flavio/tree/v0.1.4,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019404,https://github.com/python-graphblas/python-graphblas/tree/2023.10.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019405,"https://github.com/r-lib/roxygen2/issues/1491, https://github.com/rcapell/HYPEtools/issues, https://github.com/rcapell/HYPEtools/issues, https://github.com/rcapell/HYPEtools/tree/v1.6.0","metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019406,"https://github.com/MAAP-Project/gedi-subsetter/issues/6, https://github.com/MAAP-Project/gedi-subsetter/tree/0.4.0","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019407,"https://github.com/MAAP-Project/gedi-subsetter/issues/5, https://github.com/MAAP-Project/gedi-subsetter/issues/17, https://github.com/MAAP-Project/gedi-subsetter/issues/1, https://github.com/MAAP-Project/gedi-subsetter/issues/2, https://github.com/MAAP-Project/gedi-subsetter/issues/7, https://github.com/MAAP-Project/gedi-subsetter/issues/8, https://github.com/MAAP-Project/gedi-subsetter/tree/0.3.0","metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019408,"https://github.com/MAAP-Project/gedi-subsetter/issues/36, https://github.com/MAAP-Project/gedi-subsetter/tree/0.5.0","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019409,"https://github.com/MAAP-Project/gedi-subsetter/issues/36, https://github.com/MAAP-Project/gedi-subsetter/tree/0.5.0","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019410,"https://github.com/MAAP-Project/maap-documentation-examples, https://github.com/MAAP-Project/gedi-subsetter/tree/0.2.7","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019411,"https://github.com/MAAP-Project/maap-documentation-examples, https://github.com/MAAP-Project/gedi-subsetter/tree/0.2.7","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019412,"https://github.com/MAAP-Project/gedi-subsetter/issues/124, https://github.com/MAAP-Project/gedi-subsetter/compare/0.10.0...0.11.0, https://github.com/MAAP-Project/gedi-subsetter/tree/0.11.0, https://github.com/MAAP-Project/gedi-subsetter","metadata.description, metadata.description, metadata.related_identifiers[0].identifier, metadata.custom.code:codeRepository"
10.5281/zenodo.10019413,"https://github.com/MAAP-Project/gedi-subsetter/issues/40, https://github.com/MAAP-Project/gedi-subsetter/issues/41, https://github.com/MAAP-Project/gedi-subsetter/issues/42, https://github.com/MAAP-Project/gedi-subsetter/issues/38, https://github.com/MAAP-Project/gedi-subsetter/tree/0.6.0","metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019414,"https://github.com/MAAP-Project/gedi-subsetter/issues/6, https://github.com/MAAP-Project/gedi-subsetter/tree/0.4.0","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019415,"https://github.com/MAAP-Project/gedi-subsetter/issues/49, https://github.com/MAAP-Project/gedi-subsetter/tree/0.6.1","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019416,"https://github.com/saalfeldlab/paintera/pull/511, https://github.com/saalfeldlab/paintera/commit/4afba7cd3dcf2a6358f6c7515696a5eb52d32ae1, https://github.com/saalfeldlab/paintera/pull/511, https://github.com/saalfeldlab/paintera/commit/9187b050e3099a0bd3c4c2bc9da22f4f43506aa8, https://github.com/saalfeldlab/paintera/tree/macos-latest","metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019418,https://github.com/UTEL-UIUC/gtfs_segments/tree/v2.1.7,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019419,https://github.com/UTEL-UIUC/gtfs_segments/tree/v2.0.3,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019420,"https://github.com/saalfeldlab/paintera/pull/511, https://github.com/saalfeldlab/paintera/commit/4afba7cd3dcf2a6358f6c7515696a5eb52d32ae1, https://github.com/saalfeldlab/paintera/pull/511, https://github.com/saalfeldlab/paintera/commit/9187b050e3099a0bd3c4c2bc9da22f4f43506aa8, https://github.com/saalfeldlab/paintera/tree/windows-latest","metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019431,https://github.com/zgturan/scWGA_comp/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019432,https://github.com/zgturan/scWGA_comp/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019454,https://github.com/mortazavilab/TALON/tree/v6.0.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019463,"https://github.com/RangamaniLabUCSD/smart/pull/173, https://github.com/RangamaniLabUCSD/smart/pull/174, https://github.com/RangamaniLabUCSD/smart/pull/178, https://github.com/RangamaniLabUCSD/smart/pull/176, https://github.com/RangamaniLabUCSD/smart/compare/v2.2.2...v2.2.3, https://github.com/RangamaniLabUCSD/smart/tree/v2.2.3","metadata.description, metadata.description, metadata.description, metadata.description, metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019464,https://github.com/RangamaniLabUCSD/smart/tree/v2.1.5,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019491,https://github.com/saalfeldlab/paintera/tree/macos-latest,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019498,https://github.com/saalfeldlab/paintera/tree/ubuntu-latest,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019501,https://github.com/saalfeldlab/paintera/tree/windows-latest,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019502,https://github.com/RangamaniLabUCSD/smart/tree/v2.1.6,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019519,https://github.com/RangamaniLabUCSD/smart/tree/v2.1.7,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019529,https://github.com/google/jax,metadata.description
10.5281/zenodo.10019546,https://github.com/mrbuche/flavio/tree/v0.1.5,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019575,https://github.com/mrschweizer/PyThat/tree/0.2.3,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019592,https://github.com/LingConLab/andic_dictionary_examples_database/tree/0.0.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019593,https://github.com/LingConLab/andic_dictionary_examples_database/tree/0.0.2,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019596,https://github.com/LudwigBoess/2309.00046/tree/1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019597,https://github.com/nmandery/h3ronpy/tree/v0.19.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019605,"https://github.com/sintefmath/JutulDarcy.jl/compare/v0.2.9...v0.2.10, https://github.com/sintefmath/JutulDarcy.jl/tree/v0.2.10","metadata.description, metadata.related_identifiers[0].identifier"
10.5281/zenodo.10019614,https://github.com/rossyndicate/CPF_reservoir_study_data/tree/latest,metadata.related_identifiers[0].identifier
10.5281/zenodo.10019623,https://github.com/NASA-PDS/deep-archive/tree/v1.2.0-dev,metadata.related_identifiers[0].identifier
