doi,urls,positions
10.5281/zenodo.10056008,https://github.com/IAWG-CSBC-PSON/hack2022-08-thumbnails/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056009,https://github.com/IAWG-CSBC-PSON/hack2022-08-thumbnails/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056010,https://github.com/IAWG-CSBC-PSON/hack2022-09-galaxy/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056011,https://github.com/IAWG-CSBC-PSON/hack2022-09-galaxy/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056023,https://github.com/lcbc-epfl/packed_dna_8oxog/tree/v2.5,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056035,https://github.com/IAWG-CSBC-PSON/hack2022-10-neuroglancer/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056036,https://github.com/IAWG-CSBC-PSON/hack2022-10-neuroglancer/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056096,https://github.com/IAWG-CSBC-PSON/hack2022-11-cosmetic/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056097,https://github.com/IAWG-CSBC-PSON/hack2022-11-cosmetic/tree/v1.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056098,https://github.com/QuinlanMann/Increasing_Group_size/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056100,https://github.com/QuinlanMann/Increasing_Group_size/tree/v1.0.0,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056102,https://github.com/eliocamp/metR/tree/v0.14.1,metadata.related_identifiers[0].identifier
10.5281/zenodo.10056103,https://github.com/semiautomaticgit/remotior_sensus/tree/v0.1.08,metadata.related_identifiers[0].identifier
